105-R-BASE,PH83,16
105-R-BASE,PH84,17
105-R-BASE,PH85,18
105-R-BASE,PH86,19
105-R-BASE,PH87,20
105-R-BASE,PH88,21
105-R-BASE,PH89,22
105-R-BASE,PH90,23
105-R-BASE,PH91,24
105-R-BASE,PH92,25
105-R-BASE,PH93,26
105-R-BASE,PI75,27
105-R-BASE,PI76,28
105-R-BASE,PI77,29
105-R-BASE,PI78,30
105-R-BASE,PI79,31
105-R-BASE,PI80,32
105-R-BASE,PI81,33
105-R-BASE,PI82,34
105-R-BASE,PI83,35
105-R-BASE,PI84,36
105-R-BASE,PJ45,37
105-R-BASE,PJ591,38
105-R-BASE,PJ47,39
105-R-BASE,PJ48,40
105-R-BASE,PJ49,41
105-R-BASE,PJ50,42
105-R-BASE,PB76,43
105-R-BASE,PB77,44
105-R-BASE,PB78,45
105-R-BASE,PB79,46
105-R-BASE,PB80,47
105-R-BASE,PB81,48
105-R-BASE,PB82,49
105-R-BASE,PB83,50
105-R-BASE,PB84,51
105-R-BASE,PB85,52
105-R-BASE,PB86,53
105-R-BASE,PB1709,54
105-R-BASE,PB87,55
105-R-BASE,PB88,56
105-R-BASE,PB89,57
105-R-BASE,PB90,58
105-R-BASE,PB91,59
105-R-BASE,PB92,60
105-R-BASE,PB93,61
105-R-BASE,PB94,62
105-R-BASE,PB95,63
105-R-BASE,PB96,64
105-R-BASE,PB97,65
105-R-BASE,PB98,66
105-R-BASE,PB832,67
105-R-BASE,PB1642,68
105-R-BASE,PB1692,69
105-R-BASE,PB1387,70
105-R-BASE,PB1521,71
106-I-BASE,PI436,0
106-I-BASE,PI369,1
106-I-BASE,PI370,2
106-I-BASE,PI371,3
106-I-BASE,PI372,4
106-I-BASE,PI373,5
106-I-BASE,PI374,6
106-I-BASE,PI375,7
106-I-BASE,PI376,8
106-I-BASE,PI377,9
106-I-BASE,PI378,10
106-I-BASE,PI379,11
106-I-BASE,PI380,12
106-I-BASE,PI565,13
106-I-BASE,PI1353,14
106-I-BASE,PI1351,15
106-I-BASE,PI1352,16
106-I-BASE,PI386,17
106-I-BASE,PI231,18
106-I-BASE,PI232,19
106-I-BASE,PI233,20
106-I-BASE,PI234,21
106-I-BASE,PI235,22
106-I-BASE,PI236,23
106-I-BASE,PI387,24
106-I-BASE,PI388,25
106-I-BASE,PI389,26
106-I-BASE,PI390,27
106-I-BASE,PI391,28
106-I-BASE,PI392,29
106-I-BASE,PI393,30
106-I-BASE,PI394,31
106-I-BASE,PI395,32
106-I-BASE,PI396,33
106-I-BASE,PI397,34
106-I-BASE,PI398,35
106-I-BASE,PI1632,36
106-I-BASE,PI437,37
106-I-BASE,PI438,38
106-I-BASE,PI448,39
106-I-BASE,PI340,40
106-I-BASE,PI439,41
106-I-BASE,PI342,42
106-I-BASE,PI343,43
106-I-BASE,PA163,44
106-I-BASE,PA164,45
106-I-BASE,PA668,46
106-I-BASE,PA215,47
106-I-BASE,PA350,48
106-I-BASE,PA168,49
106-I-BASE,PA169,50
106-I-BASE,PA342,51
106-I-BASE,PC199,52
106-I-BASE,PC200,53
106-I-BASE,PC201,54
106-I-BASE,PC202,55
106-I-BASE,PC38,56
106-I-BASE,PC39,57
106-I-BASE,PC40,58
106-I-BASE,PC41,59
106-I-BASE,PC42,60
106-I-BASE,PC43,61
106-I-BASE,PC44,62
106-I-BASE,PD108,63
106-I-BASE,PD109,64
106-I-BASE,PD110,65
106-I-BASE,PD429,66
106-I-BASE,PD112,67
106-I-BASE,PD113,68
106-I-BASE,PD114,69
106-I-BASE,PD115,70
106-I-BASE,PD116,71
106-I-BASE,PD61,72
106-I-BASE,PD62,73
106-I-BASE,PD63,74
106-I-BASE,PD64,75
106-I-BASE,PD65,76
106-I-BASE,PD66,77
106-I-BASE,PD67,78
106-I-BASE,PD68,79
106-I-BASE,PD69,80
106-I-BASE,PD70,81
106-I-BASE,PD71,82
106-I-BASE,PD72,83
106-I-BASE,PD73,84
106-I-BASE,PD1417,85
106-I-BASE,PD74,86
106-I-BASE,PD130,87
106-I-BASE,PE6,88
106-I-BASE,PE35,89
106-I-BASE,PE36,90
106-I-BASE,PD1347,91
106-I-BASE,PD1346,92
106-I-BASE,PD133,93
106-I-BASE,PD134,94
106-I-BASE,PD135,95
106-I-BASE,PD136,96
106-I-BASE,PD137,97
106-I-BASE,PD138,98
106-I-BASE,PE883,99
106-I-BASE,PE38,100
106-I-BASE,PE40,101
106-I-PM,PI436,0
106-I-PM,PI369,1
106-I-PM,PI370,2
106-I-PM,PI371,3
106-I-PM,PI372,4
106-I-PM,PI373,5
106-I-PM,PI374,6
106-I-PM,PI375,7
106-I-PM,PI376,8
106-I-PM,PI377,9
106-I-PM,PI378,10
106-I-PM,PI379,11
106-I-PM,PI380,12
106-I-PM,PI565,13
106-I-PM,PI1353,14
106-I-PM,PI1351,15
106-I-PM,PI1352,16
106-I-PM,PI386,17
106-I-PM,PI231,18
106-I-PM,PI232,19
106-I-PM,PI233,20
106-I-PM,PI234,21
106-I-PM,PI235,22
106-I-PM,PI236,23
106-I-PM,PI387,24
106-I-PM,PI388,25
106-I-PM,PI389,26
106-I-PM,PI390,27
106-I-PM,PI391,28
106-I-PM,PI392,29
106-I-PM,PI393,30
106-I-PM,PI394,31
106-I-PM,PI395,32
106-I-PM,PI396,33
106-I-PM,PI397,34
106-I-PM,PI398,35
106-I-PM,PI1632,36
106-I-PM,PI437,37
106-I-PM,PI438,38
106-I-PM,PI448,39
106-I-PM,PI340,40
106-I-PM,PI439,41
106-I-PM,PI342,42
106-I-PM,PI343,43
106-I-PM,PA163,44
106-I-PM,PA164,45
106-I-PM,PA668,46
106-I-PM,PA215,47
106-I-PM,PA350,48
106-I-PM,PA168,49
106-I-PM,PA169,50
106-I-PM,PA342,51
106-I-PM,PC199,52
106-I-PM,PC200,53
106-I-PM,PC201,54
106-I-PM,PC202,55
106-I-PM,PC38,56
106-I-PM,PC39,57
106-I-PM,PC40,58
106-I-PM,PC41,59
106-I-PM,PC42,60
106-I-PM,PC43,61
106-I-PM,PC44,62
106-I-PM,PD108,63
106-I-PM,PD109,64
106-I-PM,PD110,65
106-I-PM,PD429,66
106-I-PM,PD112,67
106-I-PM,PD113,68
106-I-PM,PD114,69
106-I-PM,PD115,70
106-I-PM,PD116,71
106-I-PM,PD83,72
106-I-PM,PD84,73
106-I-PM,PD63,74
106-I-PM,PD64,75
106-I-PM,PD65,76
106-I-PM,PD66,77
106-I-PM,PD67,78
106-I-PM,PD68,79
106-I-PM,PD69,80
106-I-PM,PD70,81
106-I-PM,PD71,82
106-I-PM,PD72,83
106-I-PM,PD73,84
106-I-PM,PD1417,85
106-I-PM,PD74,86
106-I-PM,PD130,87
106-I-PM,PE6,88
106-I-PM,PE35,89
106-I-PM,PE36,90
106-I-PM,PD1347,91
106-I-PM,PD1346,92
106-I-PM,PD133,93
106-I-PM,PD134,94
106-I-PM,PD135,95
106-I-PM,PD136,96
106-I-PM,PD137,97
106-I-PM,PD138,98
106-I-PM,PE883,99
106-I-PM,PE38,100
106-I-PM,PE40,101
106-R-BASE,PE42,0
106-R-BASE,PE37,1
106-R-BASE,PE39,2
106-R-BASE,PD1409,3
106-R-BASE,PD139,4
106-R-BASE,PD140,5
106-R-BASE,PD141,6
106-R-BASE,PD142,7
106-R-BASE,PD143,8
106-R-BASE,PD144,9
106-R-BASE,PD1397,10
106-R-BASE,PD145,11
106-R-BASE,PD146,12
106-R-BASE,PD1374,13
106-R-BASE,PD85,14
106-R-BASE,PD147,15
106-R-BASE,PD87,16
106-R-BASE,PD148,17
106-R-BASE,PD149,18
106-R-BASE,PD88,19
106-R-BASE,PD89,20
106-R-BASE,PD1428,21
106-R-BASE,PD90,22
106-R-BASE,PD91,23
106-R-BASE,PD92,24
106-R-BASE,PD93,25
106-R-BASE,PD94,26
106-R-BASE,PD95,27
106-R-BASE,PD96,28
106-R-BASE,PD97,29
106-R-BASE,PD98,30
106-R-BASE,PD161,31
106-R-BASE,PD162,32
106-R-BASE,PD163,33
106-R-BASE,PD164,34
106-R-BASE,PD165,35
106-R-BASE,PD166,36
106-R-BASE,PD167,37
106-R-BASE,PD168,38
106-R-BASE,PC45,39
106-R-BASE,PC46,40
106-R-BASE,PC47,41
106-R-BASE,PC48,42
106-R-BASE,PC49,43
106-R-BASE,PC50,44
106-R-BASE,PC51,45
106-R-BASE,PC192,46
106-R-BASE,PC193,47
106-R-BASE,PC194,48
106-R-BASE,PC195,49
106-R-BASE,PC196,50
106-R-BASE,PA343,51
106-R-BASE,PA41,52
106-R-BASE,PA344,53
106-R-BASE,PA345,54
106-R-BASE,PA346,55
106-R-BASE,PA347,56
106-R-BASE,PA348,57
106-R-BASE,PA349,58
106-R-BASE,PI403,59
106-R-BASE,PI404,60
106-R-BASE,PI405,61
106-R-BASE,PI471,62
106-R-BASE,PI406,63
106-R-BASE,PJ112,64
106-R-BASE,PI407,65
106-R-BASE,PI408,66
106-R-BASE,PI409,67
106-R-BASE,PI410,68
106-R-BASE,PI411,69
106-R-BASE,PI412,70
106-R-BASE,PI413,71
106-R-BASE,PI414,72
106-R-BASE,PI415,73
106-R-BASE,PI416,74
106-R-BASE,PI417,75
106-R-BASE,PI418,76
106-R-BASE,PI253,77
106-R-BASE,PI217,78
106-R-BASE,PI218,79
106-R-BASE,PI219,80
106-R-BASE,PI220,81
106-R-BASE,PI221,82
106-R-BASE,PI419,83
106-R-BASE,PI420,84
106-R-BASE,PI422,85
106-R-BASE,PI423,86
106-R-BASE,PI424,87
106-R-BASE,PI425,88
106-R-BASE,PI426,89
106-R-BASE,PI427,90
106-R-BASE,PI428,91
106-R-BASE,PI429,92
106-R-BASE,PI430,93
106-R-BASE,PI431,94
106-R-BASE,PI432,95
106-R-BASE,PI433,96
106-R-BASE,PI434,97
106-R-BASE,PI435,98
106-R-BASE,PI436,99
107-I-BASE,PB101,0
107-I-BASE,PB102,1
107-I-BASE,PB103,2
107-I-BASE,PB104,3
107-I-BASE,PB1580,4
107-I-BASE,PB105,5
107-I-BASE,PB106,6
107-I-BASE,PB107,7
107-I-BASE,PB4,8
107-I-BASE,PB5,9
107-I-BASE,PB6,10
107-I-BASE,PB7,11
107-I-BASE,PB8,12
107-I-BASE,PB9,13
107-I-BASE,PB10,14
107-I-BASE,PB11,15
107-I-BASE,PB1587,16
107-I-BASE,PB14,17
107-I-BASE,PB15,18
107-I-BASE,PB16,19
107-I-BASE,PB18,20
107-I-BASE,PB1469,21
107-I-BASE,PB1563,22
107-I-BASE,PB21,23
107-I-BASE,PB22,24
107-I-BASE,PB23,25
107-I-BASE,PB24,26
107-I-BASE,PB108,27
107-I-BASE,PJ1,28
107-I-BASE,PJ2,29
107-I-BASE,PJ3,30
107-I-BASE,PJ4,31
107-I-BASE,PJ5,32
107-I-BASE,PJ6,33
107-I-BASE,PJ7,34
107-I-BASE,PJ8,35
107-I-BASE,PJ9,36
107-I-BASE,PJ10,37
107-I-BASE,PJ11,38
107-I-BASE,PJ12,39
107-I-BASE,PJ13,40
107-I-BASE,PJ14,41
107-I-BASE,PJ15,42
107-I-BASE,PJ1582,43
107-I-BASE,PI1665,44
107-I-BASE,PI1393,45
107-I-BASE,PI1392,46
107-I-BASE,PI1395,47
107-I-BASE,PI1081,48
107-I-BASE,PJ18,49
107-I-BASE,PI1,50
107-I-BASE,PI2,51
107-I-BASE,PI49,52
107-I-BASE,PI50,53
107-I-BASE,PI51,54
107-I-BASE,PI53,55
107-I-BASE,PI1375,56
107-I-BASE,PI55,57
107-I-BASE,PI56,58
107-I-BASE,PH2,59
107-I-BASE,PH3,60
107-I-BASE,PH4,61
107-I-BASE,PH5,62
107-I-BASE,PH6,63
107-I-BASE,PH1454,64
107-I-BASE,PH7,65
107-I-BASE,PH8,66
107-I-BASE,PH9,67
107-I-BASE,PH10,68
107-I-BASE,PH11,69
107-I-BASE,PH12,70
107-I-BASE,PH13,71
107-I-BASE,PH14,72
107-I-BASE,PH15,73
107-I-BASE,PH16,74
107-I-BASE,PH17,75
107-I-BASE,PH18,76
107-I-BASE,PH19,77
107-I-BASE,PH1456,78
107-I-BASE,PH1491,79
107-I-BASE,PH21,80
107-I-BASE,PH22,81
107-I-BASE,PE1,82
107-I-BASE,PE2,83
107-I-BASE,PE3,84
107-I-BASE,PE4,85
107-I-BASE,PE5,86
107-I-BASE,PE6,87
107-I-BASE,PE35,88
107-I-BASE,PE36,89
107-I-BASE,PE1284,90
107-I-BASE,PE1286,91
107-I-BASE,PE1285,92
107-I-BASE,PD1409,93
107-I-BASE,PD618,94
107-I-BASE,PD620,95
107-R-BASE,PD614,0
107-R-BASE,PD462,1
107-R-BASE,PD463,2
107-R-BASE,PD137,3
107-R-BASE,PD138,4
107-R-BASE,PD169,5
107-R-BASE,PD171,6
107-R-BASE,PD172,7
107-R-BASE,PD170,8
107-R-BASE,PD145,9
107-R-BASE,PD146,10
107-R-BASE,PD1374,11
107-R-BASE,PE34,12
107-R-BASE,PD1,13
107-R-BASE,PD2,14
107-R-BASE,PD3,15
107-R-BASE,PD1161,16
107-R-BASE,PD5,17
107-R-BASE,PH23,18
107-R-BASE,PH24,19
107-R-BASE,PH1455,20
107-R-BASE,PH26,21
107-R-BASE,PH27,22
107-R-BASE,PH28,23
107-R-BASE,PH29,24
107-R-BASE,PH30,25
107-R-BASE,PH31,26
107-R-BASE,PH32,27
107-R-BASE,PH33,28
107-R-BASE,PH34,29
107-R-BASE,PH35,30
107-R-BASE,PH36,31
107-R-BASE,PH37,32
107-R-BASE,PH38,33
107-R-BASE,PH1453,34
107-R-BASE,PH39,35
107-R-BASE,PH40,36
107-R-BASE,PH41,37
107-R-BASE,PH42,38
107-R-BASE,PH43,39
107-R-BASE,PH44,40
107-R-BASE,PI57,41
107-R-BASE,PI58,42
107-R-BASE,PI60,43
107-R-BASE,PI61,44
107-R-BASE,PI62,45
107-R-BASE,PI63,46
107-R-BASE,PI64,47
107-R-BASE,PI45,48
107-R-BASE,PI1661,49
107-R-BASE,PI1663,50
107-R-BASE,PI1394,51
107-R-BASE,PI1391,52
107-R-BASE,PI1269,53
107-R-BASE,PI1664,54
107-R-BASE,PJ19,55
107-R-BASE,PJ20,56
107-R-BASE,PJ21,57
107-R-BASE,PJ22,58
107-R-BASE,PJ23,59
107-R-BASE,PJ24,60
107-R-BASE,PJ25,61
107-R-BASE,PJ26,62
107-R-BASE,PJ27,63
107-R-BASE,PJ28,64
107-R-BASE,PJ29,65
107-R-BASE,PJ30,66
107-R-BASE,PJ31,67
107-R-BASE,PJ32,68
107-R-BASE,PB25,69
107-R-BASE,PB26,70
107-R-BASE,PB27,71
107-R-BASE,PB28,72
107-R-BASE,PB29,73
107-R-BASE,PB31,74
107-R-BASE,PB32,75
107-R-BASE,PB1586,76
107-R-BASE,PB35,77
107-R-BASE,PB36,78
107-R-BASE,PB37,79
107-R-BASE,PB38,80
107-R-BASE,PB40,81
107-R-BASE,PB43,82
107-R-BASE,PB44,83
107-R-BASE,PB45,84
107-R-BASE,PB46,85
107-R-BASE,PB47,86
107-R-BASE,PB109,87
107-R-BASE,PB110,88
107-R-BASE,PB111,89
107-R-BASE,PB112,90
107-R-BASE,PB1581,91
107-R-BASE,PB113,92
107-R-BASE,PB114,93
107-R-BASE,PB115,94
107c-I-BASE,PB101,0
107c-I-BASE,PB102,1
107c-I-BASE,PB103,2
107c-I-BASE,PB104,3
107c-I-BASE,PB1580,4
107c-I-BASE,PB105,5
107c-I-BASE,PB106,6
107c-I-BASE,PB107,7
107c-I-BASE,PB4,8
107c-I-BASE,PB5,9
107c-I-BASE,PB6,10
107c-I-BASE,PB7,11
107c-I-BASE,PB8,12
107c-I-BASE,PB9,13
107c-I-BASE,PB10,14
107c-I-BASE,PB11,15
107c-I-BASE,PB1587,16
107c-I-BASE,PB14,17
107c-I-BASE,PB15,18
107c-I-BASE,PB16,19
107c-I-BASE,PB18,20
107c-I-BASE,PB1469,21
107c-I-BASE,PB1563,22
107c-I-BASE,PB21,23
107c-I-BASE,PB22,24
107c-I-BASE,PB23,25
107c-I-BASE,PB24,26
107c-I-BASE,PB108,27
107c-R-BASE,PB25,0
107c-R-BASE,PB26,1
107c-R-BASE,PB27,2
107c-R-BASE,PB28,3
107c-R-BASE,PB29,4
107c-R-BASE,PB31,5
107c-R-BASE,PB32,6
107c-R-BASE,PB1586,7
107c-R-BASE,PB35,8
107c-R-BASE,PB36,9
107c-R-BASE,PB37,10
107c-R-BASE,PB38,11
107c-R-BASE,PB40,12
107c-R-BASE,PB43,13
107c-R-BASE,PB44,14
107c-R-BASE,PB45,15
107c-R-BASE,PB46,16
107c-R-BASE,PB47,17
107c-R-BASE,PB109,18
107c-R-BASE,PB110,19
107c-R-BASE,PB111,20
107c-R-BASE,PB112,21
107c-R-BASE,PB1581,22
107c-R-BASE,PB113,23
107c-R-BASE,PB114,24
107c-R-BASE,PB115,25
108-I-BASE,PI528,0
108-I-BASE,PI529,1
108-I-BASE,PI1350,2
108-I-BASE,PI89,3
108-I-BASE,PI90,4
108-I-BASE,PI91,5
