G07,0,FFFFFF
G08,0,FFFFFF
G08v,0,FFFFFF
G09,0,FFFFFF
G10,0,FFFFFF
G11,0,FFFFFF
G12,0,FFFFFF
G13,0,FFFFFF
G14,0,FFFFFF
G15,0,FFFFFF
G16,0,FFFFFF
G18,0,FFFFFF
G19,0,FFFFFF
G22,0,FFFFFF
H01,0,FFFFFF
H02,0,FFFFFF
H03,0,FFFFFF
H04,0,FFFFFF
H05,0,FFFFFF
H05c,0,FFFFFF
H06,0,FFFFFF
H07,0,FFFFFF
H08,0,FFFFFF
H09,0,FFFFFF
H11c,0,FFFFFF
H12,0,FFFFFF
H13,0,FFFFFF
H14,0,FFFFFF
H17,0,FFFFFF
I01,0,FFFFFF
I02,0,FFFFFF
I03,0,FFFFFF
I03c,0,FFFFFF
I04,0,FFFFFF
I04c,0,FFFFFF
I04e,0,FFFFFF
I05,0,FFFFFF
I07,0,FFFFFF
I08,0,FFFFFF
I08c,0,FFFFFF
I09,0,FFFFFF
I09c,0,FFFFFF
I09e,0,FFFFFF
I09v,0,FFFFFF
I10,0,FFFFFF
I11,0,FFFFFF
I12,0,FFFFFF
I13,0,FFFFFF
I14,0,FFFFFF
I15,0,FFFFFF
I16,0,FFFFFF
I17,0,FFFFFF
I18,0,FFFFFF
I20,0,FFFFFF
I21,0,FFFFFF
I22,0,FFFFFF
I23,0,FFFFFF
I24,0,FFFFFF
J01,0,FFFFFF
J01c,0,FFFFFF
J02,0,FFFFFF
J03,0,FFFFFF
J04,0,FFFFFF
J04c,0,FFFFFF
J05,0,FFFFFF
J06,0,FFFFFF
J07,0,FFFFFF
J07c,0,FFFFFF
J07e,0,FFFFFF
J08,0,FFFFFF
J08c,0,FFFFFF
J10,0,FFFFFF
J11,0,FFFFFF
J12,0,FFFFFF
J13,0,FFFFFF
J13c,0,FFFFFF
J14c,0,FFFFFF
J15c,0,FFFFFF
J16,0,FFFFFF
J17,0,FFFFFF
J18,0,FFFFFF
J18c,0,FFFFFF
J19,0,FFFFFF
J19c,0,FFFFFF
